target_id	length	eff_length	est_counts	tpm
HORVU.MOREX.r2.2HG0159270.1	2079	1824.82	0	0
HORVU.MOREX.r2.2HG0159280.1	3123	2868.82	3197	31.2715
HORVU.MOREX.r2.2HG0159290.1	2553	2298.82	235	2.86862
HORVU.MOREX.r2.2HG0159300.1	357	109.998	0	0
HORVU.MOREX.r2.2HG0159310.1	435	182.005	0	0
HORVU.MOREX.r2.2HG0159320.1	546	291.944	16	1.53791
HORVU.MOREX.r2.2HG0159330.1	372	122.88	1	0.228364
HORVU.MOREX.r2.2HG0159340.1	1296	1041.82	94	2.5319
HORVU.MOREX.r2.2HG0159350.1	201	31.7254	0	0
HORVU.MOREX.r2.2HG0159360.1	1749	1494.82	0	0
HORVU.MOREX.r2.2HG0159370.1	891	636.817	0	0
HORVU.MOREX.r2.2HG0159380.1	216	36.478	0	0
HORVU.MOREX.r2.2HG0159390.1	600	345.861	0	0
HORVU.MOREX.r2.2HG0159400.1	1305	1050.82	0	0
HORVU.MOREX.r2.2HG0159410.1	1542	1287.82	0	0
HORVU.MOREX.r2.2HG0159420.1	1761	1506.82	0	0
HORVU.MOREX.r2.2HG0159430.1	378	128.14	0	0
HORVU.MOREX.r2.2HG0159440.1	333	91.0774	0	0
HORVU.MOREX.r2.2HG0159450.1	351	104.976	4	1.06925
HORVU.MOREX.r2.2HG0159460.1	666	411.861	0	0
HORVU.MOREX.r2.2HG0159470.1	1263	1008.82	0	0
HORVU.MOREX.r2.2HG0159480.1	372	122.88	4	0.913456
HORVU.MOREX.r2.2HG0159490.1	1140	885.817	86	2.72435
HORVU.MOREX.r2.2HG0159500.1	660	405.861	38	2.62734
HORVU.MOREX.r2.2HG0159510.1	2907	2652.82	50	0.528898
HORVU.MOREX.r2.2HG0159520.1	993	738.817	0	0
HORVU.MOREX.r2.2HG0159530.1	600	345.861	70	5.67944
HORVU.MOREX.r2.2HG0159540.1	393	142.004	0	0
HORVU.MOREX.r2.2HG0159550.1	267	54.0326	0	0
HORVU.MOREX.r2.2HG0159560.1	612	357.861	0	0
HORVU.MOREX.r2.2HG0159570.1	684	429.861	0	0
HORVU.MOREX.r2.2HG0159580.1	1377	1122.82	0	0
HORVU.MOREX.r2.2HG0159590.1	1302	1047.82	0	0
HORVU.MOREX.r2.2HG0159600.1	681	426.861	133	8.74328
HORVU.MOREX.r2.2HG0159610.1	1296	1041.82	721	19.4202
HORVU.MOREX.r2.2HG0159620.1	192	29.1399	0	0
HORVU.MOREX.r2.2HG0159630.1	249	47.392	0	0
HORVU.MOREX.r2.2HG0159640.1	1314	1059.82	15	0.397164
HORVU.MOREX.r2.2HG0159650.1	318	81.0015	0	0
HORVU.MOREX.r2.2HG0159660.1	3711	3456.82	1091	8.85641
HORVU.MOREX.r2.2HG0159670.1	2361	2106.82	105	1.39853
HORVU.MOREX.r2.2HG0159680.1	1233	978.817	0	0
HORVU.MOREX.r2.2HG0159690.1	354	107.498	38	9.91957
HORVU.MOREX.r2.2HG0159700.1	2289	2034.82	350	4.82672
HORVU.MOREX.r2.2HG0159710.1	735	480.861	6204	362.044
HORVU.MOREX.r2.2HG0159720.1	324	84.7888	0	0
HORVU.MOREX.r2.2HG0159730.1	993	738.817	27.3343	1.0382
HORVU.MOREX.r2.2HG0159740.1	324	84.7888	514.993	170.44
HORVU.MOREX.r2.2HG0159750.1	3252	2997.82	9159	85.7339
HORVU.MOREX.r2.2HG0159760.1	342	97.8492	18	5.16208
HORVU.MOREX.r2.2HG0159770.1	648	393.861	0	0
HORVU.MOREX.r2.2HG0159780.1	1140	885.817	0	0
HORVU.MOREX.r2.2HG0159790.1	720	465.861	0	0
HORVU.MOREX.r2.2HG0159800.1	516	262.077	0	0
HORVU.MOREX.r2.2HG0159810.1	1089	834.817	0	0
HORVU.MOREX.r2.2HG0159820.1	552	297.944	90	8.47652
HORVU.MOREX.r2.2HG0159830.1	1398	1143.82	695	17.0505
HORVU.MOREX.r2.2HG0159840.1	357	109.998	0	0
HORVU.MOREX.r2.2HG0159850.1	1035	780.817	0	0
HORVU.MOREX.r2.2HG0159860.1	1080	825.817	0	0
HORVU.MOREX.r2.2HG0159870.1	894	639.817	0	0
HORVU.MOREX.r2.2HG0159880.1	891	636.817	0	0
HORVU.MOREX.r2.2HG0159890.1	840	585.84	0	0
HORVU.MOREX.r2.2HG0159900.1	240	44.4104	0	0
HORVU.MOREX.r2.2HG0159910.1	633	378.861	0	0
HORVU.MOREX.r2.2HG0159920.1	633	378.861	0	0
HORVU.MOREX.r2.2HG0159930.1	912	657.817	0	0
HORVU.MOREX.r2.2HG0159940.1	381	130.812	0	0
HORVU.MOREX.r2.2HG0159950.1	921	666.817	3	0.126248
HORVU.MOREX.r2.2HG0159960.1	2820	2565.82	141	1.54207
HORVU.MOREX.r2.2HG0159970.1	1344	1089.82	0	0
HORVU.MOREX.r2.2HG0159980.1	1209	954.817	166	4.87862
HORVU.MOREX.r2.2HG0159990.1	672	417.861	0	0
HORVU.MOREX.r2.2HG0160000.1	282	60.6556	0	0
HORVU.MOREX.r2.2HG0160010.1	465	211.446	0	0
HORVU.MOREX.r2.2HG0160020.1	324	84.7888	1	0.330957
HORVU.MOREX.r2.2HG0160030.1	1125	870.817	0	0
HORVU.MOREX.r2.2HG0160040.1	981	726.817	73	2.81843
HORVU.MOREX.r2.2HG0160050.1	294	66.7407	0	0
HORVU.MOREX.r2.2HG0160060.1	684	429.861	15	0.979203
HORVU.MOREX.r2.2HG0160070.1	2769	2514.82	1113	12.4193
HORVU.MOREX.r2.2HG0160080.1	1047	792.817	18	0.637102
HORVU.MOREX.r2.2HG0160090.1	2406	2151.82	4	0.0521632
HORVU.MOREX.r2.2HG0160100.1	1134	879.817	29	0.924943
HORVU.MOREX.r2.2HG0160110.1	375	125.502	12	2.68313
HORVU.MOREX.r2.2HG0160120.1	1278	1023.82	0	0
HORVU.MOREX.r2.2HG0160130.1	366	117.709	0	0
HORVU.MOREX.r2.2HG0160140.1	4221	3966.82	38	0.268813
HORVU.MOREX.r2.2HG0160150.1	1092	837.817	15	0.502402
HORVU.MOREX.r2.2HG0160160.1	1182	927.817	5	0.151223
HORVU.MOREX.r2.2HG0160170.1	462	208.477	0	0
HORVU.MOREX.r2.2HG0160180.1	1233	978.817	43	1.23275
HORVU.MOREX.r2.2HG0160190.1	810	555.861	72	3.63476
HORVU.MOREX.r2.2HG0160200.1	1596	1341.82	193	4.03621
HORVU.MOREX.r2.2HG0160210.1	1380	1125.82	171	4.26224
HORVU.MOREX.r2.2HG0160220.1	348	102.571	0	0
HORVU.MOREX.r2.2HG0160230.1	327	86.8051	0	0
HORVU.MOREX.r2.2HG0160240.1	639	384.861	0	0
HORVU.MOREX.r2.2HG0160250.1	1032	777.817	8	0.288617
HORVU.MOREX.r2.2HG0160260.1	2880	2625.82	0	0
HORVU.MOREX.r2.2HG0160270.1	2280	2025.82	0	0
HORVU.MOREX.r2.2HG0160280.1	618	363.861	9	0.694091
HORVU.MOREX.r2.2HG0160290.1	339	95.5813	15	4.4038
HORVU.MOREX.r2.2HG0160300.1	1872	1617.82	0	0
HORVU.MOREX.r2.2HG0160310.1	3150	2895.82	0	0
HORVU.MOREX.r2.2HG0160320.1	528	274.027	0	0
HORVU.MOREX.r2.2HG0160330.1	438	184.958	4.19191	0.635988
HORVU.MOREX.r2.2HG0160340.1	1050	795.817	17	0.599439
HORVU.MOREX.r2.2HG0160350.1	648	393.861	530	37.7609
HORVU.MOREX.r2.2HG0160360.1	333	91.0774	527	162.371
HORVU.MOREX.r2.2HG0160370.1	384	133.542	0	0
HORVU.MOREX.r2.2HG0160380.1	510	256.087	0	0
HORVU.MOREX.r2.2HG0160390.1	315	79.0814	0	0
HORVU.MOREX.r2.2HG0160400.1	519	265.067	181	19.1616
HORVU.MOREX.r2.2HG0160410.1	1404	1149.82	0	0
HORVU.MOREX.r2.2HG0160420.1	303	71.7663	0	0
HORVU.MOREX.r2.2HG0160430.1	1158	903.817	379	11.7671
HORVU.MOREX.r2.2HG0160440.1	354	107.498	0	0
HORVU.MOREX.r2.2HG0160450.1	441	187.854	0	0
HORVU.MOREX.r2.2HG0160460.1	1407	1152.82	48	1.1684
HORVU.MOREX.r2.2HG0160470.1	225	39.7052	0	0
HORVU.MOREX.r2.2HG0160480.1	1146	891.817	277	8.71592
HORVU.MOREX.r2.2HG0160490.1	324	84.7888	0	0
HORVU.MOREX.r2.2HG0160500.1	693	438.861	0	0
HORVU.MOREX.r2.2HG0160510.1	786	531.861	521.172	27.4975
HORVU.MOREX.r2.2HG0160520.1	975	720.817	0	0
HORVU.MOREX.r2.2HG0160530.1	324	84.7888	0	0
HORVU.MOREX.r2.2HG0160540.1	957	702.817	164	6.54803
HORVU.MOREX.r2.2HG0160550.1	651	396.861	0	0
HORVU.MOREX.r2.2HG0160560.1	381	130.812	0	0
HORVU.MOREX.r2.2HG0160570.1	942	687.817	318	12.9737
HORVU.MOREX.r2.2HG0160580.1	975	720.817	0	0
HORVU.MOREX.r2.2HG0160590.1	993	738.817	0	0
HORVU.MOREX.r2.2HG0160600.1	489	235.24	0	0
HORVU.MOREX.r2.2HG0160610.1	696	441.861	0	0
HORVU.MOREX.r2.2HG0160620.1	975	720.817	3	0.11679
HORVU.MOREX.r2.2HG0160630.1	1383	1128.82	3	0.0745774
HORVU.MOREX.r2.2HG0160640.1	438	184.958	4.76043	0.722243
HORVU.MOREX.r2.2HG0160650.1	300	69.9903	0	0
HORVU.MOREX.r2.2HG0160660.1	546	291.944	0	0
HORVU.MOREX.r2.2HG0160670.1	318	81.0015	0	0
HORVU.MOREX.r2.2HG0160680.1	813	558.861	10	0.502118
HORVU.MOREX.r2.2HG0160690.1	7764	7509.82	323	1.20693
HORVU.MOREX.r2.2HG0160700.1	300	69.9903	25	10.0233
HORVU.MOREX.r2.2HG0160710.1	444	190.84	222	32.6433
HORVU.MOREX.r2.2HG0160720.1	318	81.0015	0	0
HORVU.MOREX.r2.2HG0160730.1	444	190.84	0	0
HORVU.MOREX.r2.2HG0160740.1	318	81.0015	0	0
HORVU.MOREX.r2.2HG0160750.1	426	173.282	0	0
HORVU.MOREX.r2.2HG0160760.1	318	81.0015	0	0
HORVU.MOREX.r2.2HG0160770.1	363	115.099	0	0
HORVU.MOREX.r2.2HG0160780.1	1785	1530.82	610	11.1819
HORVU.MOREX.r2.2HG0160790.1	1461	1206.82	686	15.9511
HORVU.MOREX.r2.2HG0160800.1	1221	966.817	43	1.24805
HORVU.MOREX.r2.2HG0160810.1	465	211.446	221	29.3294
HORVU.MOREX.r2.2HG0160820.1	645	390.861	5	0.358969
HORVU.MOREX.r2.2HG0160830.1	1467	1212.82	0	0
HORVU.MOREX.r2.2HG0160840.1	240	44.4104	0	0
HORVU.MOREX.r2.2HG0160850.1	396	144.794	6	1.16282
HORVU.MOREX.r2.2HG0160860.1	8223	7968.82	1142.94	4.02477
HORVU.MOREX.r2.2HG0160870.1	2475	2220.82	2.00626	0.0253503
HORVU.MOREX.r2.2HG0160880.1	5382	5127.82	1904.05	10.4197
HORVU.MOREX.r2.2HG0160890.1	555	300.922	0	0
HORVU.MOREX.r2.2HG0160900.1	906	651.817	0	0
HORVU.MOREX.r2.2HG0160910.1	1377	1122.82	0	0
HORVU.MOREX.r2.2HG0160920.1	849	594.84	0	0
HORVU.MOREX.r2.2HG0160930.1	888	633.817	0	0
HORVU.MOREX.r2.2HG0160940.1	192	29.1399	0	0
HORVU.MOREX.r2.2HG0160950.1	363	115.099	0	0
HORVU.MOREX.r2.2HG0160960.1	783	528.861	4.08067	0.216521
HORVU.MOREX.r2.2HG0160970.1	8253	7998.82	45	0.157869
HORVU.MOREX.r2.2HG0160980.1	1059	804.817	126	4.39322
HORVU.MOREX.r2.2HG0160990.1	1458	1203.82	0	0
HORVU.MOREX.r2.2HG0161000.1	624	369.861	0	0
HORVU.MOREX.r2.2HG0161010.1	300	69.9903	0	0
HORVU.MOREX.r2.2HG0161020.1	1245	990.817	0	0
HORVU.MOREX.r2.2HG0161030.1	531	277.007	29	2.93776
HORVU.MOREX.r2.2HG0161040.1	378	128.14	0	0
HORVU.MOREX.r2.2HG0161050.1	1401	1146.82	1	0.0244689
HORVU.MOREX.r2.2HG0161060.1	237	43.5381	6	3.86715
HORVU.MOREX.r2.2HG0161070.1	2577	2322.82	7	0.0845653
HORVU.MOREX.r2.2HG0161080.1	2256	2001.82	90	1.26162
HORVU.MOREX.r2.2HG0161090.1	2541	2286.82	7	0.0858966
HORVU.MOREX.r2.2HG0161100.1	2634	2379.82	167	1.96917
HORVU.MOREX.r2.2HG0161110.1	1188	933.817	99	2.97497
HORVU.MOREX.r2.2HG0161120.1	501	247.115	4306.65	489.047
HORVU.MOREX.r2.2HG0161130.1	900	645.817	0	0
HORVU.MOREX.r2.2HG0161140.1	300	69.9903	0	0
HORVU.MOREX.r2.2HG0161150.1	369	120.33	1540	359.133
HORVU.MOREX.r2.2HG0161160.1	756	501.861	0	0
HORVU.MOREX.r2.2HG0161170.1	264	52.8776	0	0
HORVU.MOREX.r2.2HG0161180.1	5040	4785.82	11941	70.0155
HORVU.MOREX.r2.2HG0161190.1	1137	882.817	0	0
HORVU.MOREX.r2.2HG0161200.1	1365	1110.82	0	0
HORVU.MOREX.r2.2HG0161210.1	885	630.817	0	0
HORVU.MOREX.r2.2HG0161220.1	1716	1461.82	0	0
HORVU.MOREX.r2.2HG0161230.1	1719	1464.82	3	0.0574708
HORVU.MOREX.r2.2HG0161240.1	1536	1281.82	27	0.591081
HORVU.MOREX.r2.2HG0161250.1	291	65.1219	0	0
HORVU.MOREX.r2.2HG0161260.1	378	128.14	0	0
HORVU.MOREX.r2.2HG0161270.1	192	29.1399	0	0
HORVU.MOREX.r2.2HG0161280.1	1461	1206.82	0	0
HORVU.MOREX.r2.2HG0161290.1	312	77.1918	0	0
HORVU.MOREX.r2.2HG0161300.1	828	573.84	252	12.3231
HORVU.MOREX.r2.2HG0161310.1	213	35.585	0	0
HORVU.MOREX.r2.2HG0161320.1	2268	2013.82	17	0.236885
HORVU.MOREX.r2.2HG0161330.1	303	71.7663	727	284.265
HORVU.MOREX.r2.2HG0161340.1	2283	2028.82	10	0.138314
HORVU.MOREX.r2.2HG0161350.1	1164	909.817	796	24.5509
HORVU.MOREX.r2.2HG0161360.1	558	303.922	0	0
HORVU.MOREX.r2.2HG0161370.1	1179	924.817	51	1.54747
HORVU.MOREX.r2.2HG0161380.1	2193	1938.82	0	0
HORVU.MOREX.r2.2HG0161390.1	1320	1065.82	398	10.4788
HORVU.MOREX.r2.2HG0161400.1	1407	1152.82	0	0
HORVU.MOREX.r2.2HG0161410.1	2355	2100.82	10	0.133574
HORVU.MOREX.r2.2HG0161420.1	1617	1362.82	1014	20.879
HORVU.MOREX.r2.2HG0161430.1	2079	1824.82	7	0.107644
HORVU.MOREX.r2.2HG0161440.1	918	663.817	0	0
HORVU.MOREX.r2.2HG0161450.1	1617	1362.82	0	0
HORVU.MOREX.r2.2HG0161460.1	1746	1491.82	0	0
HORVU.MOREX.r2.2HG0161470.1	1248	993.817	44	1.24238
HORVU.MOREX.r2.2HG0161480.1	369	120.33	4254	992.046
HORVU.MOREX.r2.2HG0161490.1	699	444.861	0	0
HORVU.MOREX.r2.2HG0161500.1	381	130.812	0	0
HORVU.MOREX.r2.2HG0161510.1	1728	1473.82	1	0.0190399
HORVU.MOREX.r2.2HG0161520.1	1242	987.817	589	16.732
HORVU.MOREX.r2.2HG0161530.1	393	142.004	525	103.745
HORVU.MOREX.r2.2HG0161540.1	690	435.861	0	0
HORVU.MOREX.r2.2HG0161550.1	318	81.0015	11	3.81074
HORVU.MOREX.r2.2HG0161560.1	345	100.192	1	0.280077
HORVU.MOREX.r2.2HG0161570.1	1104	849.817	255	8.42023
HORVU.MOREX.r2.2HG0161580.1	885	630.817	190	8.452
HORVU.MOREX.r2.2HG0161590.1	720	465.861	195	11.7459
HORVU.MOREX.r2.2HG0161600.1	1119	864.817	0	0
HORVU.MOREX.r2.2HG0161610.1	1455	1200.82	542	12.6658
HORVU.MOREX.r2.2HG0161620.1	636	381.861	0	0
HORVU.MOREX.r2.2HG0161630.1	315	79.0814	3	1.06453
HORVU.MOREX.r2.2HG0161640.1	396	144.794	628	121.708
HORVU.MOREX.r2.2HG0161650.1	591	336.861	0	0
HORVU.MOREX.r2.2HG0161660.1	1011	756.817	286	10.6044
HORVU.MOREX.r2.2HG0161670.1	1734	1479.82	1253	23.7603
HORVU.MOREX.r2.2HG0161680.1	318	81.0015	0	0
HORVU.MOREX.r2.2HG0161690.1	363	115.099	0	0
HORVU.MOREX.r2.2HG0161700.1	1407	1152.82	269	6.54789
HORVU.MOREX.r2.2HG0161710.1	348	102.571	10	2.73581
HORVU.MOREX.r2.2HG0161720.1	861	606.817	0	0
HORVU.MOREX.r2.2HG0161730.1	1245	990.817	0	0
HORVU.MOREX.r2.2HG0161740.1	366	117.709	0	0
HORVU.MOREX.r2.2HG0161750.1	573	318.91	0	0
HORVU.MOREX.r2.2HG0161760.1	369	120.33	0	0
HORVU.MOREX.r2.2HG0161770.1	4662	4407.82	17	0.108227
HORVU.MOREX.r2.2HG0161780.1	1200	945.817	0	0
HORVU.MOREX.r2.2HG0161790.1	858	603.84	54	2.50947
HORVU.MOREX.r2.2HG0161800.1	705	450.861	0	0
HORVU.MOREX.r2.2HG0161810.1	840	585.84	0	0
HORVU.MOREX.r2.2HG0161820.1	351	104.976	9	2.40581
HORVU.MOREX.r2.2HG0161830.1	387	136.333	1	0.205829
HORVU.MOREX.r2.2HG0161840.1	375	125.502	0	0
HORVU.MOREX.r2.2HG0161850.1	4389	4134.82	3	0.0203598
HORVU.MOREX.r2.2HG0161860.1	2175	1920.82	3097	45.2444
HORVU.MOREX.r2.2HG0161870.1	291	65.1219	0	0
HORVU.MOREX.r2.2HG0161880.1	2343	2088.82	176	2.3644
HORVU.MOREX.r2.2HG0161890.1	1584	1329.82	596	12.5766
HORVU.MOREX.r2.2HG0161900.1	240	44.4104	4	2.52746
HORVU.MOREX.r2.2HG0161910.1	4887	4632.82	1345	8.14679
HORVU.MOREX.r2.2HG0161920.1	807	552.861	283	14.3641
HORVU.MOREX.r2.2HG0161930.1	774	519.861	0	0
HORVU.MOREX.r2.2HG0161940.1	1596	1341.82	0	0
HORVU.MOREX.r2.2HG0161950.1	1674	1419.82	0	0
HORVU.MOREX.r2.2HG0161960.1	396	144.794	108	20.9307
HORVU.MOREX.r2.2HG0161970.1	1683	1428.82	206	4.04576
HORVU.MOREX.r2.2HG0161980.1	2538	2283.82	90	1.10584
HORVU.MOREX.r2.2HG0161990.1	309	75.2915	159	59.2599
HORVU.MOREX.r2.2HG0162000.1	891	636.817	0	0
HORVU.MOREX.r2.2HG0162010.1	672	417.861	0	0
HORVU.MOREX.r2.2HG0162020.1	369	120.33	1	0.233203
HORVU.MOREX.r2.2HG0162030.1	996	741.817	16	0.605247
HORVU.MOREX.r2.2HG0162040.1	324	84.7888	38	12.5764
HORVU.MOREX.r2.2HG0162050.1	597	342.861	30	2.45535
HORVU.MOREX.r2.2HG0162060.1	1122	867.817	7	0.226349
HORVU.MOREX.r2.2HG0162070.1	1341	1086.82	561	14.4849
HORVU.MOREX.r2.2HG0162080.1	408	156.02	0	0
HORVU.MOREX.r2.2HG0162090.1	384	133.542	0	0
HORVU.MOREX.r2.2HG0162100.1	690	435.861	0	0
HORVU.MOREX.r2.2HG0162110.1	390	139.152	0	0
HORVU.MOREX.r2.2HG0162120.1	330	88.8226	0	0
HORVU.MOREX.r2.2HG0162130.1	849	594.84	0	0
HORVU.MOREX.r2.2HG0162140.1	951	696.817	37	1.49002
HORVU.MOREX.r2.2HG0162150.1	1425	1170.82	0	0
HORVU.MOREX.r2.2HG0162160.1	651	396.861	0	0
HORVU.MOREX.r2.2HG0162170.1	1566	1311.82	0	0
HORVU.MOREX.r2.2HG0162180.1	1458	1203.82	26	0.606069
HORVU.MOREX.r2.2HG0162190.1	3546	3291.82	3	0.0255738
HORVU.MOREX.r2.2HG0162200.1	561	306.922	5	0.457143
HORVU.MOREX.r2.2HG0162210.1	897	642.817	813	35.4905
HORVU.MOREX.r2.2HG0162220.1	345	100.192	1	0.280077
HORVU.MOREX.r2.2HG0162230.1	255	49.5466	9	5.09727
HORVU.MOREX.r2.2HG0162240.1	231	41.6815	0	0
HORVU.MOREX.r2.2HG0162250.1	228	40.771	46	31.6604
HORVU.MOREX.r2.2HG0162260.1	234	42.5331	0	0
HORVU.MOREX.r2.2HG0162270.1	318	81.0015	137	47.461
HORVU.MOREX.r2.2HG0162280.1	249	47.392	0	0
HORVU.MOREX.r2.2HG0162290.1	222	38.7205	0	0
HORVU.MOREX.r2.2HG0162300.1	1239	984.817	282	8.03531
HORVU.MOREX.r2.2HG0162310.1	1404	1149.82	5	0.122025
HORVU.MOREX.r2.2HG0162320.1	1500	1245.82	519	11.6902
HORVU.MOREX.r2.2HG0162330.1	792	537.861	0	0
HORVU.MOREX.r2.2HG0162340.1	810	555.861	1	0.0504828
HORVU.MOREX.r2.2HG0162350.1	810	555.861	84	4.24055
HORVU.MOREX.r2.2HG0162360.1	681	426.861	2	0.131478
HORVU.MOREX.r2.2HG0162370.1	510	256.087	0	0
HORVU.MOREX.r2.2HG0162380.1	204	32.6987	0	0
HORVU.MOREX.r2.2HG0162390.1	675	420.861	5	0.333381
HORVU.MOREX.r2.2HG0162400.1	633	378.861	0	0
HORVU.MOREX.r2.2HG0162410.1	426	173.282	2.00818	0.325206
HORVU.MOREX.r2.2HG0162420.1	1074	819.817	0	0
HORVU.MOREX.r2.2HG0162430.1	342	97.8492	0	0
HORVU.MOREX.r2.2HG0162440.1	492	238.214	0	0
HORVU.MOREX.r2.2HG0162450.1	321	82.9525	0	0
HORVU.MOREX.r2.2HG0162460.1	567	312.922	769	68.9605
HORVU.MOREX.r2.2HG0162470.1	996	741.817	0	0
HORVU.MOREX.r2.2HG0162480.1	1053	798.817	0	0
HORVU.MOREX.r2.2HG0162490.1	798	543.861	0	0
HORVU.MOREX.r2.2HG0162500.1	435	182.005	0	0
HORVU.MOREX.r2.2HG0162510.1	420	167.46	22	3.68656
HORVU.MOREX.r2.2HG0162520.1	417	164.596	4	0.681946
HORVU.MOREX.r2.2HG0162530.1	474	220.358	0	0
HORVU.MOREX.r2.2HG0162540.1	558	303.922	81	7.47882
HORVU.MOREX.r2.2HG0162550.1	429	176.152	0	0
HORVU.MOREX.r2.2HG0162560.1	399	147.514	2	0.380458
HORVU.MOREX.r2.2HG0162570.1	429	176.152	3.01272	0.479932
HORVU.MOREX.r2.2HG0162580.1	1872	1617.82	112	1.94267
HORVU.MOREX.r2.2HG0162590.1	1221	966.817	46	1.33513
HORVU.MOREX.r2.2HG0162600.1	2802	2547.82	169	1.86135
HORVU.MOREX.r2.2HG0162610.1	2880	2625.82	1	0.0106867
HORVU.MOREX.r2.2HG0162620.1	441	187.854	834	124.582
HORVU.MOREX.r2.2HG0162630.1	789	534.861	3	0.157395
HORVU.MOREX.r2.2HG0162640.1	447	193.79	0	0
HORVU.MOREX.r2.2HG0162650.1	1446	1191.82	112	2.63705
HORVU.MOREX.r2.2HG0162660.1	3513	3258.82	744	6.40652
HORVU.MOREX.r2.2HG0162670.1	741	486.861	1	0.0576374
HORVU.MOREX.r2.2HG0162680.1	1236	981.817	15	0.428716
HORVU.MOREX.r2.2HG0162690.1	363	115.099	60	14.6281
HORVU.MOREX.r2.2HG0162700.1	2163	1908.82	0	0
HORVU.MOREX.r2.2HG0162710.1	1173	918.817	0	0
HORVU.MOREX.r2.2HG0162720.1	2862	2607.82	0	0
HORVU.MOREX.r2.2HG0162730.1	348	102.571	6	1.64149
HORVU.MOREX.r2.2HG0162740.1	1674	1419.82	865	17.0959
HORVU.MOREX.r2.2HG0162750.1	2661	2406.82	56	0.652912
HORVU.MOREX.r2.2HG0162760.1	1260	1005.82	125	3.48739
HORVU.MOREX.r2.2HG0162770.1	969	714.817	488	19.1573
HORVU.MOREX.r2.2HG0162780.1	1707	1452.82	43	0.830552
HORVU.MOREX.r2.2HG0162790.1	2100	1845.82	9	0.136824
HORVU.MOREX.r2.2HG0162800.1	1158	903.817	0	0
HORVU.MOREX.r2.2HG0162810.1	318	81.0015	35	12.1251
HORVU.MOREX.r2.2HG0162820.1	531	277.007	0	0
HORVU.MOREX.r2.2HG0162830.1	990	735.817	2	0.0762727
HORVU.MOREX.r2.2HG0162840.1	330	88.8226	0	0
HORVU.MOREX.r2.2HG0162850.1	489	235.24	7	0.835019
HORVU.MOREX.r2.2HG0162860.1	1848	1593.82	1002	17.6416
HORVU.MOREX.r2.2HG0162870.1	2763	2508.82	92	1.02903
HORVU.MOREX.r2.2HG0162880.1	1764	1509.82	516	9.59036
HORVU.MOREX.r2.2HG0162890.1	1113	858.817	37	1.20896
HORVU.MOREX.r2.2HG0162900.1	747	492.861	247	14.0631
HORVU.MOREX.r2.2HG0162910.1	525	271.038	127	13.1487
HORVU.MOREX.r2.2HG0162920.1	369	120.33	0	0
HORVU.MOREX.r2.2HG0162930.1	432	179.106	0	0
HORVU.MOREX.r2.2HG0162940.1	372	122.88	284	64.8553
HORVU.MOREX.r2.2HG0162950.1	291	65.1219	2	0.861812
HORVU.MOREX.r2.2HG0162960.1	276	57.7882	0	0
HORVU.MOREX.r2.2HG0162970.1	294	66.7407	8	3.36363
HORVU.MOREX.r2.2HG0162980.1	360	112.49	0	0
HORVU.MOREX.r2.2HG0162990.1	291	65.1219	0	0
HORVU.MOREX.r2.2HG0163000.1	291	65.1219	29	12.4963
HORVU.MOREX.r2.2HG0163010.1	876	621.817	0	0
HORVU.MOREX.r2.2HG0163020.1	681	426.861	0	0
HORVU.MOREX.r2.2HG0163030.1	1731	1476.82	0	0
HORVU.MOREX.r2.2HG0163040.1	291	65.1219	45.5914	19.6456
HORVU.MOREX.r2.2HG0163050.1	291	65.1219	60.4086	26.0304
HORVU.MOREX.r2.2HG0163060.1	282	60.6556	4	1.85054
HORVU.MOREX.r2.2HG0163070.1	210	34.717	0	0
HORVU.MOREX.r2.2HG0163080.1	480	226.292	1	0.124006
HORVU.MOREX.r2.2HG0163090.1	291	65.1219	3	1.29272
HORVU.MOREX.r2.2HG0163100.1	324	84.7888	293	96.9703
HORVU.MOREX.r2.2HG0163110.1	1524	1269.82	0	0
HORVU.MOREX.r2.2HG0163120.1	1029	774.817	0	0
HORVU.MOREX.r2.2HG0163130.1	177	23.7931	0	0
HORVU.MOREX.r2.2HG0163140.1	531	277.007	0	0
HORVU.MOREX.r2.2HG0163150.1	351	104.976	0	0
HORVU.MOREX.r2.2HG0163160.1	522	268.047	0	0
HORVU.MOREX.r2.2HG0163170.1	537	282.976	0	0
HORVU.MOREX.r2.2HG0163180.1	510	256.087	0	0
HORVU.MOREX.r2.2HG0163190.1	528	274.027	0	0
HORVU.MOREX.r2.2HG0163200.1	540	285.976	0	0
HORVU.MOREX.r2.2HG0163210.1	1125	870.817	0	0
HORVU.MOREX.r2.2HG0163220.1	1176	921.817	0	0
HORVU.MOREX.r2.2HG0163230.1	1158	903.817	0	0
HORVU.MOREX.r2.2HG0163240.1	1161	906.817	12	0.371339
HORVU.MOREX.r2.2HG0163250.1	957	702.817	498.508	19.9039
HORVU.MOREX.r2.2HG0163260.1	996	741.817	1128	42.6699
HORVU.MOREX.r2.2HG0163270.1	849	594.84	209	9.85952
HORVU.MOREX.r2.2HG0163280.1	3870	3615.82	190	1.47454
HORVU.MOREX.r2.2HG0163290.1	1644	1389.82	0	0
HORVU.MOREX.r2.2HG0163300.1	543	288.965	0	0
HORVU.MOREX.r2.2HG0163310.1	492	238.214	0	0
HORVU.MOREX.r2.2HG0163320.1	4908	4653.82	264	1.59186
