target_id	length	eff_length	est_counts	tpm
HORVU.MOREX.r2.2HG0111440.1	558	304.646	0	0
HORVU.MOREX.r2.2HG0111450.1	397	146.112	0	0
HORVU.MOREX.r2.2HG0111460.1	1767	1513.46	169	2.50074
HORVU.MOREX.r2.2HG0111470.1	996	742.461	568	17.1328
HORVU.MOREX.r2.2HG0111480.1	555	301.646	37	2.74699
HORVU.MOREX.r2.2HG0111490.1	219	42.0496	0	0
HORVU.MOREX.r2.2HG0111500.1	363	115.467	0	0
HORVU.MOREX.r2.2HG0111510.1	204	38.2728	0	0
HORVU.MOREX.r2.2HG0111520.1	1584	1330.46	2	0.0336651
HORVU.MOREX.r2.2HG0111530.1	459	206.112	0	0
HORVU.MOREX.r2.2HG0111540.1	849	595.461	0	0
HORVU.MOREX.r2.2HG0111550.1	372	123.29	0	0
HORVU.MOREX.r2.2HG0111560.1	249	49.695	0	0
HORVU.MOREX.r2.2HG0111570.1	1029	775.461	4	0.115519
HORVU.MOREX.r2.2HG0111580.1	471	217.922	0	0
HORVU.MOREX.r2.2HG0111590.1	795	541.494	9	0.372222
HORVU.MOREX.r2.2HG0111600.1	216	41.3017	413	223.942
HORVU.MOREX.r2.2HG0111610.1	210	39.5328	0	0
HORVU.MOREX.r2.2HG0111620.1	237	46.4585	0	0
HORVU.MOREX.r2.2HG0111630.1	858	604.461	0	0
HORVU.MOREX.r2.2HG0111640.1	447	194.309	0	0
HORVU.MOREX.r2.2HG0111650.1	384	134.023	0	0
HORVU.MOREX.r2.2HG0111660.1	330	89.6568	0	0
HORVU.MOREX.r2.2HG0111670.1	312	77.5916	0	0
HORVU.MOREX.r2.2HG0111680.1	822	568.461	2477	97.5838
HORVU.MOREX.r2.2HG0111690.1	928	674.461	22.0656	0.732674
HORVU.MOREX.r2.2HG0111700.1	836	582.461	0	0
HORVU.MOREX.r2.2HG0111710.1	351	105.5	0	0
HORVU.MOREX.r2.2HG0111720.1	504	250.79	116.934	10.442
HORVU.MOREX.r2.2HG0111730.1	861	607.461	254	9.36414
HORVU.MOREX.r2.2HG0111740.1	861	607.461	47	1.73273
HORVU.MOREX.r2.2HG0111750.1	504	250.79	1	0.0892982
HORVU.MOREX.r2.2HG0111760.1	210	39.5328	0	0
HORVU.MOREX.r2.2HG0111770.1	1740	1486.46	0	0
HORVU.MOREX.r2.2HG0111780.1	1272	1018.46	40	0.879565
HORVU.MOREX.r2.2HG0111790.1	348	103.069	8	1.73825
HORVU.MOREX.r2.2HG0111800.1	1062	808.461	6	0.166205
HORVU.MOREX.r2.2HG0111810.1	345	100.746	182	40.4573
HORVU.MOREX.r2.2HG0111820.1	372	123.29	0	0
HORVU.MOREX.r2.2HG0111830.1	1911	1657.46	64.7717	0.875174
HORVU.MOREX.r2.2HG0111840.1	261	53.3871	0	0
HORVU.MOREX.r2.2HG0111850.1	993	739.461	557	16.8691
HORVU.MOREX.r2.2HG0111860.1	633	379.518	0	0
HORVU.MOREX.r2.2HG0111870.1	1251	997.461	0	0
HORVU.MOREX.r2.2HG0111880.1	639	385.518	19	1.10373
HORVU.MOREX.r2.2HG0111890.1	390	139.568	1	0.16046
HORVU.MOREX.r2.2HG0111900.1	723	469.494	3	0.143101
HORVU.MOREX.r2.2HG0111910.1	510	256.767	123	10.728
HORVU.MOREX.r2.2HG0111920.1	231	44.5752	0	0
HORVU.MOREX.r2.2HG0111930.1	1986	1732.46	873	11.285
HORVU.MOREX.r2.2HG0111940.1	1263	1009.46	0	0
HORVU.MOREX.r2.2HG0111950.1	264	54.4688	0	0
HORVU.MOREX.r2.2HG0111960.1	354	107.93	1300.92	269.936
HORVU.MOREX.r2.2HG0111970.1	1353	1099.46	79	1.60916
HORVU.MOREX.r2.2HG0111980.1	531	277.688	0	0
HORVU.MOREX.r2.2HG0111990.1	351	105.5	0	0
HORVU.MOREX.r2.2HG0112000.1	1125	871.461	71	1.82458
HORVU.MOREX.r2.2HG0112010.1	669	415.506	150	8.08474
HORVU.MOREX.r2.2HG0112020.1	246	48.9035	635	290.794
HORVU.MOREX.r2.2HG0112030.1	1143	889.461	223	5.61475
HORVU.MOREX.r2.2HG0112040.1	213	40.4089	0	0
HORVU.MOREX.r2.2HG0112050.1	813	559.461	612	24.4982
HORVU.MOREX.r2.2HG0112060.1	315	79.4212	0	0
HORVU.MOREX.r2.2HG0112070.1	930	676.461	1183	39.1647
HORVU.MOREX.r2.2HG0112080.1	1467	1213.46	0	0
HORVU.MOREX.r2.2HG0112090.1	333	91.7169	0	0
HORVU.MOREX.r2.2HG0112100.1	237	46.4585	606	292.119
HORVU.MOREX.r2.2HG0112110.1	363	115.467	0	0
HORVU.MOREX.r2.2HG0112120.1	5607	5353.46	911	3.81098
HORVU.MOREX.r2.2HG0112130.1	741	487.494	0	0
HORVU.MOREX.r2.2HG0112140.1	384	134.023	0	0
HORVU.MOREX.r2.2HG0112150.1	3324	3070.46	1067.82	7.78835
HORVU.MOREX.r2.2HG0112160.1	693	439.494	0.5	0.0254783
HORVU.MOREX.r2.2HG0112170.1	2973	2719.46	1.18377	0.00974844
HORVU.MOREX.r2.2HG0112180.1	417	165.108	0	0
HORVU.MOREX.r2.2HG0112190.1	675	421.506	1.04926	0.0557483
HORVU.MOREX.r2.2HG0112200.1	408	156.5	0	0
HORVU.MOREX.r2.2HG0112210.1	411	159.415	0	0
HORVU.MOREX.r2.2HG0112220.1	675	421.506	0	0
HORVU.MOREX.r2.2HG0112230.1	1623	1369.46	0	0
HORVU.MOREX.r2.2HG0112240.1	945	691.461	0	0
HORVU.MOREX.r2.2HG0112250.1	345	100.746	16.7105	3.71462
HORVU.MOREX.r2.2HG0112260.1	411	159.415	0	0
HORVU.MOREX.r2.2HG0112270.1	675	421.506	0	0
HORVU.MOREX.r2.2HG0112280.1	387	136.793	4	0.654858
HORVU.MOREX.r2.2HG0112290.1	198	36.8427	0	0
HORVU.MOREX.r2.2HG0112300.1	408	156.5	0	0
HORVU.MOREX.r2.2HG0112310.1	675	421.506	105.975	5.63058
HORVU.MOREX.r2.2HG0112320.1	345	100.746	16.7105	3.71462
HORVU.MOREX.r2.2HG0112330.1	387	136.793	4	0.654858
HORVU.MOREX.r2.2HG0112340.1	198	36.8427	0	0
HORVU.MOREX.r2.2HG0112350.1	675	421.506	105.975	5.63058
HORVU.MOREX.r2.2HG0112360.1	1203	949.461	52.5791	1.24019
HORVU.MOREX.r2.2HG0112370.1	459	206.112	0	0
HORVU.MOREX.r2.2HG0112380.1	435	182.55	0	0
HORVU.MOREX.r2.2HG0112390.1	180	32.5738	0	0
HORVU.MOREX.r2.2HG0112400.1	801	547.494	178	7.28104
HORVU.MOREX.r2.2HG0112410.1	525	271.713	0	0
HORVU.MOREX.r2.2HG0112420.1	654	400.506	2	0.111834
HORVU.MOREX.r2.2HG0112430.1	300	70.5627	0	0
HORVU.MOREX.r2.2HG0112440.1	411	159.415	0	0
HORVU.MOREX.r2.2HG0112450.1	300	70.5627	120	38.0854
HORVU.MOREX.r2.2HG0112460.1	333	91.7169	51	12.453
HORVU.MOREX.r2.2HG0112470.1	438	185.484	0	0
HORVU.MOREX.r2.2HG0112480.1	2469	2215.46	112.125	1.13342
HORVU.MOREX.r2.2HG0112490.1	492	238.833	2	0.187537
HORVU.MOREX.r2.2HG0112500.1	753	499.494	0	0
HORVU.MOREX.r2.2HG0112510.1	2469	2215.46	4.875	0.0492791
HORVU.MOREX.r2.2HG0112520.1	396	145.156	0	0
HORVU.MOREX.r2.2HG0112530.1	897	643.461	0	0
HORVU.MOREX.r2.2HG0112540.1	339	96.1691	0	0
HORVU.MOREX.r2.2HG0112550.1	2610	2356.46	6	0.0570221
HORVU.MOREX.r2.2HG0112560.1	2694	2440.46	19	0.174355
HORVU.MOREX.r2.2HG0112570.1	237	46.4585	0	0
HORVU.MOREX.r2.2HG0112580.1	513	259.744	100	8.62198
HORVU.MOREX.r2.2HG0112590.1	315	79.4212	0	0
HORVU.MOREX.r2.2HG0112600.1	2043	1789.46	0	0
HORVU.MOREX.r2.2HG0112610.1	573	319.591	12	0.84089
HORVU.MOREX.r2.2HG0112620.1	519	265.713	0	0
HORVU.MOREX.r2.2HG0112630.1	1008	754.461	0	0
HORVU.MOREX.r2.2HG0112640.1	2556	2302.46	0	0
HORVU.MOREX.r2.2HG0112650.1	2556	2302.46	0	0
HORVU.MOREX.r2.2HG0112660.1	648	394.506	6.65678	0.377888
HORVU.MOREX.r2.2HG0112670.1	444	191.366	1	0.117027
HORVU.MOREX.r2.2HG0112680.1	435	182.55	0	0
HORVU.MOREX.r2.2HG0112690.1	372	123.29	0	0
HORVU.MOREX.r2.2HG0112700.1	1152	898.461	0	0
HORVU.MOREX.r2.2HG0112710.1	387	136.793	0	0
HORVU.MOREX.r2.2HG0112720.1	486	232.868	0	0
HORVU.MOREX.r2.2HG0112730.1	243	48.1699	0	0
HORVU.MOREX.r2.2HG0112740.1	321	83.4344	0	0
HORVU.MOREX.r2.2HG0112750.1	774	520.494	1575	67.7669
HORVU.MOREX.r2.2HG0112760.1	525	271.713	1395	114.979
HORVU.MOREX.r2.2HG0112770.1	2553	2299.46	372	3.62301
HORVU.MOREX.r2.2HG0112780.1	897	643.461	0	0
HORVU.MOREX.r2.2HG0112790.1	2595	2341.46	0	0
HORVU.MOREX.r2.2HG0112800.1	2520	2266.46	0	0
HORVU.MOREX.r2.2HG0112810.1	501	247.797	5	0.451883
HORVU.MOREX.r2.2HG0112820.1	648	394.506	375	21.2877
HORVU.MOREX.r2.2HG0112830.1	600	346.571	0	0
HORVU.MOREX.r2.2HG0112840.1	369	120.657	0	0
HORVU.MOREX.r2.2HG0112850.1	297	68.8985	0	0
HORVU.MOREX.r2.2HG0112860.1	711	457.494	0	0
HORVU.MOREX.r2.2HG0112870.1	339	96.1691	0	0
HORVU.MOREX.r2.2HG0112880.1	264	54.4688	0	0
HORVU.MOREX.r2.2HG0112890.1	1359	1105.46	1277	25.8702
HORVU.MOREX.r2.2HG0112900.1	678	424.506	94	4.95902
HORVU.MOREX.r2.2HG0112910.1	756	502.494	63	2.80778
HORVU.MOREX.r2.2HG0112920.1	1392	1138.46	0	0
HORVU.MOREX.r2.2HG0112930.1	1050	796.461	0	0
HORVU.MOREX.r2.2HG0112940.1	348	103.069	0	0
HORVU.MOREX.r2.2HG0112950.1	1206	952.461	0	0
HORVU.MOREX.r2.2HG0112960.1	387	136.793	0	0
HORVU.MOREX.r2.2HG0112970.1	1125	871.461	38	0.976536
HORVU.MOREX.r2.2HG0112980.1	786	532.494	0	0
HORVU.MOREX.r2.2HG0112990.1	822	568.461	75	2.9547
HORVU.MOREX.r2.2HG0113000.1	369	120.657	0	0
HORVU.MOREX.r2.2HG0113010.1	1035	781.461	1	0.028658
HORVU.MOREX.r2.2HG0113020.1	561	307.6	0	0
HORVU.MOREX.r2.2HG0113030.1	432	179.621	20	2.4936
HORVU.MOREX.r2.2HG0113040.1	309	75.7199	0	0
HORVU.MOREX.r2.2HG0113050.1	513	259.744	0	0
HORVU.MOREX.r2.2HG0113060.1	2124	1870.46	0	0
HORVU.MOREX.r2.2HG0113070.1	2124	1870.46	0	0
HORVU.MOREX.r2.2HG0113080.1	360	112.92	0	0
HORVU.MOREX.r2.2HG0113090.1	879	625.461	1203	43.0742
HORVU.MOREX.r2.2HG0113100.1	312	77.5916	0	0
HORVU.MOREX.r2.2HG0113110.1	2157	1903.46	0	0
HORVU.MOREX.r2.2HG0113120.1	594	340.582	739	48.5932
HORVU.MOREX.r2.2HG0113130.1	357	110.412	0	0
HORVU.MOREX.r2.2HG0113140.1	409	157.457	0	0
HORVU.MOREX.r2.2HG0113150.1	315	79.4212	0	0
HORVU.MOREX.r2.2HG0113160.1	249	49.695	0	0
HORVU.MOREX.r2.2HG0113170.1	204	38.2728	87	50.9074
HORVU.MOREX.r2.2HG0113180.1	204	38.2728	0	0
HORVU.MOREX.r2.2HG0113190.1	933	679.461	3	0.0988802
HORVU.MOREX.r2.2HG0113200.1	372	123.29	0	0
HORVU.MOREX.r2.2HG0113210.1	342	98.4235	0	0
HORVU.MOREX.r2.2HG0113220.1	2022	1768.46	58	0.734489
HORVU.MOREX.r2.2HG0113230.1	312	77.5916	0	0
HORVU.MOREX.r2.2HG0113240.1	234	45.606	0	0
HORVU.MOREX.r2.2HG0113250.1	237	46.4585	0	0
HORVU.MOREX.r2.2HG0113260.1	621	367.529	0	0
HORVU.MOREX.r2.2HG0113270.1	210	39.5328	8363.78	4738.02
HORVU.MOREX.r2.2HG0113280.1	1164	910.461	11	0.270573
HORVU.MOREX.r2.2HG0113290.1	351	105.5	7	1.48593
HORVU.MOREX.r2.2HG0113300.1	1347	1093.46	133	2.72396
HORVU.MOREX.r2.2HG0113310.1	354	107.93	0	0
HORVU.MOREX.r2.2HG0113320.1	2025	1771.46	696	8.79894
HORVU.MOREX.r2.2HG0113330.1	393	142.338	28	4.40545
HORVU.MOREX.r2.2HG0113340.1	152	28.2429	0	0
HORVU.MOREX.r2.2HG0113350.1	399	147.979	0	0
HORVU.MOREX.r2.2HG0113360.1	363	115.467	2	0.387904
HORVU.MOREX.r2.2HG0113370.1	1653	1399.46	344	5.50491
HORVU.MOREX.r2.2HG0113380.1	651	397.506	1.00037	0.05636
HORVU.MOREX.r2.2HG0113390.1	249	49.695	0	0
HORVU.MOREX.r2.2HG0113400.1	615	361.54	0	0
HORVU.MOREX.r2.2HG0113410.1	414	162.255	0	0
HORVU.MOREX.r2.2HG0113420.1	741	487.494	0	0
HORVU.MOREX.r2.2HG0113430.1	366	118.028	0	0
HORVU.MOREX.r2.2HG0113440.1	264	54.4688	0	0
HORVU.MOREX.r2.2HG0113450.1	357	110.412	0	0
HORVU.MOREX.r2.2HG0113460.1	474	220.909	0	0
HORVU.MOREX.r2.2HG0113470.1	735	481.494	0	0
HORVU.MOREX.r2.2HG0113480.1	357	110.412	4	0.811325
HORVU.MOREX.r2.2HG0113490.1	1167	913.461	0	0
HORVU.MOREX.r2.2HG0113500.1	567	313.591	0	0
HORVU.MOREX.r2.2HG0113510.1	327	87.5523	0	0
HORVU.MOREX.r2.2HG0113520.1	981	727.461	0	0
HORVU.MOREX.r2.2HG0113530.1	684	430.506	0	0
HORVU.MOREX.r2.2HG0113540.1	828	574.461	0	0
HORVU.MOREX.r2.2HG0113550.1	654	400.506	0	0
HORVU.MOREX.r2.2HG0113560.1	393	142.338	0	0
HORVU.MOREX.r2.2HG0113570.1	1140	886.461	86	2.17266
HORVU.MOREX.r2.2HG0113580.1	478	224.902	0	0
HORVU.MOREX.r2.2HG0113590.1	705	451.494	4	0.198409
HORVU.MOREX.r2.2HG0113600.1	300	70.5627	0	0
HORVU.MOREX.r2.2HG0113610.1	504	250.79	0	0
HORVU.MOREX.r2.2HG0113620.1	414	162.255	4	0.552095
HORVU.MOREX.r2.2HG0113630.1	225	43.2676	8	4.14075
HORVU.MOREX.r2.2HG0113640.1	459	206.112	7	0.760585
HORVU.MOREX.r2.2HG0113650.1	489	235.854	4	0.379812
HORVU.MOREX.r2.2HG0113660.1	3864	3610.46	180	1.11651
HORVU.MOREX.r2.2HG0113670.1	1152	898.461	0	0
HORVU.MOREX.r2.2HG0113680.1	234	45.606	0	0
HORVU.MOREX.r2.2HG0113690.1	330	89.6568	0	0
HORVU.MOREX.r2.2HG0113700.1	300	70.5627	1.4	0.44433
HORVU.MOREX.r2.2HG0113710.1	450	197.262	20.6951	2.3495
HORVU.MOREX.r2.2HG0113720.1	309	75.7199	1	0.295762
HORVU.MOREX.r2.2HG0113730.1	528	274.705	2	0.163048
HORVU.MOREX.r2.2HG0113740.1	750	496.494	0	0
HORVU.MOREX.r2.2HG0113750.1	345	100.746	0	0
HORVU.MOREX.r2.2HG0113760.1	1347	1093.46	2	0.0409618
HORVU.MOREX.r2.2HG0113770.1	684	430.506	0	0
HORVU.MOREX.r2.2HG0113780.1	708	454.494	671	33.0634
HORVU.MOREX.r2.2HG0113790.1	756	502.494	145	6.46234
HORVU.MOREX.r2.2HG0113800.1	204	38.2728	0	0
HORVU.MOREX.r2.2HG0113810.1	468	214.954	0	0
HORVU.MOREX.r2.2HG0113820.1	1713	1459.46	278	4.26584
HORVU.MOREX.r2.2HG0113830.1	2841	2587.46	59	0.510659
HORVU.MOREX.r2.2HG0113840.1	408	156.5	6728	962.775
HORVU.MOREX.r2.2HG0113850.1	384	134.023	0	0
HORVU.MOREX.r2.2HG0113860.1	408	156.5	5296.52	757.93
HORVU.MOREX.r2.2HG0113870.1	894	640.461	0	0
HORVU.MOREX.r2.2HG0113880.1	915	661.461	0	0
HORVU.MOREX.r2.2HG0113890.1	264	54.4688	0	0
HORVU.MOREX.r2.2HG0113900.1	933	679.461	0	0
HORVU.MOREX.r2.2HG0113910.1	321	83.4344	0	0
HORVU.MOREX.r2.2HG0113920.1	540	286.663	136	10.6248
HORVU.MOREX.r2.2HG0113930.1	846	592.461	287	10.8486
HORVU.MOREX.r2.2HG0113940.1	855	601.461	151	5.6224
HORVU.MOREX.r2.2HG0113950.1	1518	1264.46	4	0.0708447
HORVU.MOREX.r2.2HG0113960.1	1773	1519.46	5	0.0736941
HORVU.MOREX.r2.2HG0113970.1	324	85.4849	2	0.523954
HORVU.MOREX.r2.2HG0113980.1	2043	1789.46	67	0.838504
HORVU.MOREX.r2.2HG0113990.1	603	349.551	0	0
HORVU.MOREX.r2.2HG0114000.1	756	502.494	1087	48.4453
HORVU.MOREX.r2.2HG0114010.1	249	49.695	0	0
HORVU.MOREX.r2.2HG0114020.1	1494	1240.46	20.9028	0.377375
HORVU.MOREX.r2.2HG0114030.1	381	131.313	0	0
HORVU.MOREX.r2.2HG0114040.1	582	328.582	0	0
HORVU.MOREX.r2.2HG0114050.1	348	103.069	0	0
HORVU.MOREX.r2.2HG0114060.1	345	100.746	0	0
HORVU.MOREX.r2.2HG0114070.1	870	616.461	0	0
HORVU.MOREX.r2.2HG0114080.1	2097	1843.46	19	0.230819
HORVU.MOREX.r2.2HG0114090.1	1011	757.461	42	1.24177
HORVU.MOREX.r2.2HG0114100.1	849	595.461	255	9.59046
HORVU.MOREX.r2.2HG0114110.1	645	391.506	1.00181	0.0573059
HORVU.MOREX.r2.2HG0114120.1	324	85.4849	19	4.97756
HORVU.MOREX.r2.2HG0114130.1	1686	1432.46	0	0
HORVU.MOREX.r2.2HG0114140.1	1665	1411.46	0	0
HORVU.MOREX.r2.2HG0114150.1	381	131.313	0	0
HORVU.MOREX.r2.2HG0114160.1	2421	2167.46	0	0
HORVU.MOREX.r2.2HG0114170.1	339	96.1691	0	0
HORVU.MOREX.r2.2HG0114180.1	2001	1747.46	0	0
HORVU.MOREX.r2.2HG0114190.1	2004	1750.46	2	0.0255876
HORVU.MOREX.r2.2HG0114200.1	2382	2128.46	11	0.115739
HORVU.MOREX.r2.2HG0114210.1	1032	778.461	0	0
HORVU.MOREX.r2.2HG0114220.1	2037	1783.46	128	1.60731
HORVU.MOREX.r2.2HG0114230.1	660	406.506	0	0
HORVU.MOREX.r2.2HG0114240.1	2061	1807.46	13.1879	0.163403
HORVU.MOREX.r2.2HG0114250.1	195	36.1461	0	0
HORVU.MOREX.r2.2HG0114260.1	897	643.461	0	0
HORVU.MOREX.r2.2HG0114270.1	492	238.833	1.51435	0.141999
HORVU.MOREX.r2.2HG0114280.1	936	682.461	0	0
HORVU.MOREX.r2.2HG0114290.1	366	118.028	0	0
HORVU.MOREX.r2.2HG0114300.1	2064	1810.46	150.812	1.86552
HORVU.MOREX.r2.2HG0114310.1	621	367.529	0	0
HORVU.MOREX.r2.2HG0114320.1	447	194.309	0	0
HORVU.MOREX.r2.2HG0114330.1	324	85.4849	0	0
HORVU.MOREX.r2.2HG0114340.1	2073	1819.46	54	0.664666
HORVU.MOREX.r2.2HG0114350.1	303	72.1709	0	0
HORVU.MOREX.r2.2HG0114360.1	246	48.9035	0	0
HORVU.MOREX.r2.2HG0114370.1	372	123.29	0	0
HORVU.MOREX.r2.2HG0114380.1	240	47.2516	0	0
HORVU.MOREX.r2.2HG0114390.1	243	48.1699	0	0
HORVU.MOREX.r2.2HG0114400.1	279	60.1882	1	0.372084
HORVU.MOREX.r2.2HG0114410.1	393	142.338	4	0.62935
HORVU.MOREX.r2.2HG0114420.1	534	280.671	0	0
HORVU.MOREX.r2.2HG0114430.1	234	45.606	0	0
HORVU.MOREX.r2.2HG0114440.1	675	421.506	0	0
HORVU.MOREX.r2.2HG0114450.1	498	244.797	0	0
HORVU.MOREX.r2.2HG0114460.1	1206	952.461	1	0.0235129
HORVU.MOREX.r2.2HG0114470.1	1641	1387.46	0	0
HORVU.MOREX.r2.2HG0114480.1	399	147.979	0	0
HORVU.MOREX.r2.2HG0114490.1	2094	1840.46	2	0.0243364
HORVU.MOREX.r2.2HG0114500.1	1998	1744.46	2	0.0256756
HORVU.MOREX.r2.2HG0114510.1	1977	1723.46	1	0.0129942
HORVU.MOREX.r2.2HG0114520.1	1824	1570.46	13	0.185382
HORVU.MOREX.r2.2HG0114530.1	1308	1054.46	0	0
HORVU.MOREX.r2.2HG0114540.1	651	397.506	0	0
HORVU.MOREX.r2.2HG0114550.1	894	640.461	0	0
HORVU.MOREX.r2.2HG0114560.1	660	406.506	0	0
HORVU.MOREX.r2.2HG0114570.1	594	340.582	0	0
HORVU.MOREX.r2.2HG0114580.1	708	454.494	10	0.492748
HORVU.MOREX.r2.2HG0114590.1	204	38.2728	0	0
HORVU.MOREX.r2.2HG0114600.1	1320	1066.46	0	0
HORVU.MOREX.r2.2HG0114610.1	555	301.646	0	0
HORVU.MOREX.r2.2HG0114620.1	975	721.461	0	0
HORVU.MOREX.r2.2HG0114630.1	1002	748.461	1	0.0299215
HORVU.MOREX.r2.2HG0114640.1	477	223.902	0	0
HORVU.MOREX.r2.2HG0114650.1	729	475.494	0	0
HORVU.MOREX.r2.2HG0114660.1	1644	1390.46	1	0.0161062
HORVU.MOREX.r2.2HG0114670.1	1311	1057.46	0	0
HORVU.MOREX.r2.2HG0114680.1	1341	1087.46	45	0.926726
HORVU.MOREX.r2.2HG0114690.1	588	334.582	1	0.0669346
HORVU.MOREX.r2.2HG0114700.1	2394	2140.46	646	6.75893
HORVU.MOREX.r2.2HG0114710.1	1095	841.461	677	18.018
HORVU.MOREX.r2.2HG0114720.1	609	355.551	4	0.251948
HORVU.MOREX.r2.2HG0114730.1	552	298.646	182	13.6479
HORVU.MOREX.r2.2HG0114740.1	1377	1123.46	200	3.9868
HORVU.MOREX.r2.2HG0114750.1	726	472.494	65	3.08085
HORVU.MOREX.r2.2HG0114760.1	411	159.415	111.309	15.637
HORVU.MOREX.r2.2HG0114770.1	2010	1756.46	533	6.79581
HORVU.MOREX.r2.2HG0114780.1	489	235.854	403	38.266
HORVU.MOREX.r2.2HG0114790.1	402	150.831	1	0.148478
HORVU.MOREX.r2.2HG0114800.1	774	520.494	0	0
HORVU.MOREX.r2.2HG0114810.1	921	667.461	355	11.9112
HORVU.MOREX.r2.2HG0114820.1	1713	1459.46	0	0
HORVU.MOREX.r2.2HG0114830.1	240	47.2516	0	0
HORVU.MOREX.r2.2HG0114840.1	882	628.461	1	0.0356348
HORVU.MOREX.r2.2HG0114850.1	396	145.156	0	0
HORVU.MOREX.r2.2HG0114860.1	1968	1714.46	12	0.156749
HORVU.MOREX.r2.2HG0114870.1	651	397.506	21	1.18312
HORVU.MOREX.r2.2HG0114880.1	1314	1060.46	0	0
HORVU.MOREX.r2.2HG0114890.1	429	176.711	0	0
HORVU.MOREX.r2.2HG0114900.1	660	406.506	0	0
HORVU.MOREX.r2.2HG0114910.1	651	397.506	4.15549	0.234116
HORVU.MOREX.r2.2HG0114920.1	1341	1087.46	193	3.97462
HORVU.MOREX.r2.2HG0114930.1	315	79.4212	0	0
HORVU.MOREX.r2.2HG0114940.1	375	125.986	0	0
HORVU.MOREX.r2.2HG0114950.1	522	268.713	0	0
HORVU.MOREX.r2.2HG0114960.1	312	77.5916	0	0
HORVU.MOREX.r2.2HG0114970.1	384	134.023	0	0
HORVU.MOREX.r2.2HG0114980.1	315	79.4212	0	0
HORVU.MOREX.r2.2HG0114990.1	1089	835.461	2	0.0536113
HORVU.MOREX.r2.2HG0115000.1	450	197.262	0	0
HORVU.MOREX.r2.2HG0115010.1	372	123.29	3183	578.176
HORVU.MOREX.r2.2HG0115020.1	390	139.568	0	0
HORVU.MOREX.r2.2HG0115030.1	900	646.461	2	0.0692852
HORVU.MOREX.r2.2HG0115040.1	378	128.582	3	0.522509
HORVU.MOREX.r2.2HG0115050.1	345	100.746	0	0
HORVU.MOREX.r2.2HG0115060.1	561	307.6	0	0
HORVU.MOREX.r2.2HG0115070.1	687	433.494	0	0
HORVU.MOREX.r2.2HG0115080.1	831	577.461	21.2636	0.824643
HORVU.MOREX.r2.2HG0115090.1	363	115.467	0	0
HORVU.MOREX.r2.2HG0115100.1	408	156.5	0	0
HORVU.MOREX.r2.2HG0115110.1	267	55.4693	131	52.8897
HORVU.MOREX.r2.2HG0115120.1	333	91.7169	104	25.3943
HORVU.MOREX.r2.2HG0115130.1	315	79.4212	1.5902	0.448401
HORVU.MOREX.r2.2HG0115140.1	657	403.506	0	0
HORVU.MOREX.r2.2HG0115150.1	351	105.5	0	0
HORVU.MOREX.r2.2HG0115160.1	687	433.494	91.1449	4.70871
HORVU.MOREX.r2.2HG0115170.1	684	430.506	89	4.62981
HORVU.MOREX.r2.2HG0115180.1	318	81.4745	45	12.3692
HORVU.MOREX.r2.2HG0115190.1	396	145.156	84	12.9598
HORVU.MOREX.r2.2HG0115200.1	531	277.688	0	0
HORVU.MOREX.r2.2HG0115210.1	987	733.461	0	0
HORVU.MOREX.r2.2HG0115220.1	417	165.108	0	0
HORVU.MOREX.r2.2HG0115230.1	570	316.591	0.597146	0.042241
HORVU.MOREX.r2.2HG0115240.1	1065	811.461	1465.69	40.4507
HORVU.MOREX.r2.2HG0115250.1	2898	2644.46	25.9316	0.219606
HORVU.MOREX.r2.2HG0115260.1	534	280.671	0	0
HORVU.MOREX.r2.2HG0115270.1	1053	799.461	122.869	3.4419
HORVU.MOREX.r2.2HG0115280.1	363	115.467	4	0.775807
HORVU.MOREX.r2.2HG0115290.1	660	406.506	30	1.65275
HORVU.MOREX.r2.2HG0115300.1	783	529.494	6	0.253772
HORVU.MOREX.r2.2HG0115310.1	720	466.494	36	1.72826
HORVU.MOREX.r2.2HG0115320.1	597	343.571	70	4.56282
HORVU.MOREX.r2.2HG0115330.1	312	77.5916	0	0
HORVU.MOREX.r2.2HG0115340.1	882	628.461	0	0
HORVU.MOREX.r2.2HG0115350.1	303	72.1709	0	0
HORVU.MOREX.r2.2HG0115360.1	576	322.582	0	0
HORVU.MOREX.r2.2HG0115370.1	747	493.494	0	0
HORVU.MOREX.r2.2HG0115380.1	1818	1564.46	0	0
HORVU.MOREX.r2.2HG0115390.1	312	77.5916	0	0
HORVU.MOREX.r2.2HG0115400.1	438	185.484	0	0
HORVU.MOREX.r2.2HG0115410.1	492	238.833	57	5.34482
HORVU.MOREX.r2.2HG0115420.1	531	277.688	77	6.20992
HORVU.MOREX.r2.2HG0115430.1	3999	3745.46	1129	6.75058
HORVU.MOREX.r2.2HG0115440.1	288	64.3413	0	0
HORVU.MOREX.r2.2HG0115450.1	888	634.461	0	0
HORVU.MOREX.r2.2HG0115460.1	390	139.568	767	123.073
HORVU.MOREX.r2.2HG0115470.1	2805	2551.46	0	0
HORVU.MOREX.r2.2HG0115480.1	210	39.5328	0	0
HORVU.MOREX.r2.2HG0115490.1	465	212.037	0	0
HORVU.MOREX.r2.2HG0115500.1	2781	2527.46	81	0.717717
HORVU.MOREX.r2.2HG0115510.1	852	598.461	0	0
HORVU.MOREX.r2.2HG0115520.1	231	44.5752	0	0
